path,asset_kind,origin_class,sha256,bytes,line_count,family,functional_summary,has_main_guard,definitions,imports,local_dependencies,external_repo_references,absolute_path_count,plotting_code,notebook_output_count,notebook_executed_cells,paper_role,target_disposition,canonical_replacement,deletion_gate,evidence_status
DP_inhouse_SM_MIC_with_text_genome_test_on_non_seen_strains_MDLM_MTR_fix.py,py,apexoracle_legacy_added,19cd08f1db152108a3b93e6a4200dededbcd86e36b266c72ab11d0ef955ec1b9,113118,1981,hierarchical_mic,历史 strain/species split hierarchical MIC train/evaluation driver。,True,class:mol_emb_mdlm;function:mol_emb_mdlm.__init__;function:mol_emb_mdlm._process_sigma;function:mol_emb_mdlm._sample_t;function:mol_emb_mdlm._forward;function:mol_emb_mdlm.q_xt;function:mol_emb_mdlm.forward;function:mol_emb_mdlm.load_DIT;function:get_embedded_genome_IDs;function:get_original_strain_name_with_genome_embedding;function:load_all_genome_embeddings;function:load_text_wo_genome_embeddings;class:SMILESDataset_with_genome_and_text;function:SMILESDataset_with_genome_and_text.__init__;function:SMILESDataset_with_genome_and_text.tokenize_smiles;function:SMILESDataset_with_genome_and_text.remove_long_smiles;function:SMILESDataset_with_genome_and_text.__len__;function:SMILESDataset_with_genome_and_text.__getitem__;class:SMILESDataset_with_text_only;function:SMILESDataset_with_text_only.__init__;function:SMILESDataset_with_text_only.__getitem__;function:collate_fn;function:collate_fn_text_only;function:collate_fn_cls;function:collate_fn_text_only_cls;class:RegressionHead;function:RegressionHead.__init__;function:RegressionHead.forward;class:FirstTokenAttention_genome;function:FirstTokenAttention_genome.__init__;function:FirstTokenAttention_genome.forward;function:calculate_r2;function:exclude_wrong_species_ATCC_map;function:cluster_species;function:get_ATCC_ID_to_species_name_map;function:get_original_strain_ID_to_species_name_map;function:merge_dict,Bio;argparse;ast;collections;hydra;itertools;json;logging;models;noise_schedule;numpy;pandas;pathlib;scipy.stats;sklearn.cluster;sklearn.metrics;sklearn.model_selection;torch;torch.nn;torch.nn.functional;torch.nn.utils.rnn;torch.optim;torch.utils.data;tqdm;transformers;triton.language,models/__init__.py;noise_schedule.py,ApexOracle-Core;ApexOracle-Evo2,4,False,0,0,none_identified,candidate_after_core_mapping,ApexOracle-Core canonical MIC runners,必须给出逐文件 Core source mapping、协议差异和 prediction/metric parity；确认无外部 caller 后才可移除。,verified_family_role_mapping_pending_per_file_parity
DP_inhouse_SM_MIC_with_text_genome_test_on_non_seen_strains_MDLM_MTR_fix_mean.py,py,apexoracle_legacy_added,b5df9a27dd3bd3ffed9b414704031dd97730d6a11f0b1f00a623f46a6961ae6b,113133,1981,hierarchical_mic,历史 strain/species split hierarchical MIC train/evaluation driver。,True,class:mol_emb_mdlm;function:mol_emb_mdlm.__init__;function:mol_emb_mdlm._process_sigma;function:mol_emb_mdlm._sample_t;function:mol_emb_mdlm._forward;function:mol_emb_mdlm.q_xt;function:mol_emb_mdlm.forward;function:mol_emb_mdlm.load_DIT;function:get_embedded_genome_IDs;function:get_original_strain_name_with_genome_embedding;function:load_all_genome_embeddings;function:load_text_wo_genome_embeddings;class:SMILESDataset_with_genome_and_text;function:SMILESDataset_with_genome_and_text.__init__;function:SMILESDataset_with_genome_and_text.tokenize_smiles;function:SMILESDataset_with_genome_and_text.remove_long_smiles;function:SMILESDataset_with_genome_and_text.__len__;function:SMILESDataset_with_genome_and_text.__getitem__;class:SMILESDataset_with_text_only;function:SMILESDataset_with_text_only.__init__;function:SMILESDataset_with_text_only.__getitem__;function:collate_fn;function:collate_fn_text_only;function:collate_fn_cls;function:collate_fn_text_only_cls;class:RegressionHead;function:RegressionHead.__init__;function:RegressionHead.forward;class:FirstTokenAttention_genome;function:FirstTokenAttention_genome.__init__;function:FirstTokenAttention_genome.forward;function:calculate_r2;function:exclude_wrong_species_ATCC_map;function:cluster_species;function:get_ATCC_ID_to_species_name_map;function:get_original_strain_ID_to_species_name_map;function:merge_dict,Bio;argparse;ast;collections;hydra;itertools;json;logging;models;noise_schedule;numpy;pandas;pathlib;scipy.stats;sklearn.cluster;sklearn.metrics;sklearn.model_selection;torch;torch.nn;torch.nn.functional;torch.nn.utils.rnn;torch.optim;torch.utils.data;tqdm;transformers;triton.language,models/__init__.py;noise_schedule.py,ApexOracle-Core;ApexOracle-Evo2,4,False,0,0,none_identified,candidate_after_core_mapping,ApexOracle-Core canonical MIC runners,必须给出逐文件 Core source mapping、协议差异和 prediction/metric parity；确认无外部 caller 后才可移除。,verified_family_role_mapping_pending_per_file_parity
DP_inhouse_SM_MIC_with_text_genome_test_on_non_seen_strains_MDLM_MTR_mean_cuseqlen_dit.py,py,apexoracle_legacy_added,ae37819eaafda0a51eefdeab7cd9b595ab4c577d4fa4837fc8554ed5bd5e83f5,112209,1960,hierarchical_mic,历史 strain/species split hierarchical MIC train/evaluation driver。,True,class:mol_emb_mdlm;function:mol_emb_mdlm.__init__;function:mol_emb_mdlm._process_sigma;function:mol_emb_mdlm._sample_t;function:mol_emb_mdlm._forward;function:mol_emb_mdlm.q_xt;function:mol_emb_mdlm.forward;function:mol_emb_mdlm.load_DIT;function:get_embedded_genome_IDs;function:get_original_strain_name_with_genome_embedding;function:load_all_genome_embeddings;function:load_text_wo_genome_embeddings;class:SMILESDataset_with_genome_and_text;function:SMILESDataset_with_genome_and_text.__init__;function:SMILESDataset_with_genome_and_text.tokenize_smiles;function:SMILESDataset_with_genome_and_text.remove_long_smiles;function:SMILESDataset_with_genome_and_text.__len__;function:SMILESDataset_with_genome_and_text.__getitem__;class:SMILESDataset_with_text_only;function:SMILESDataset_with_text_only.__init__;function:SMILESDataset_with_text_only.__getitem__;function:collate_fn;function:collate_fn_text_only;function:collate_fn_cls;function:collate_fn_text_only_cls;class:RegressionHead;function:RegressionHead.__init__;function:RegressionHead.forward;class:FirstTokenAttention_genome;function:FirstTokenAttention_genome.__init__;function:FirstTokenAttention_genome.forward;function:calculate_r2;function:exclude_wrong_species_ATCC_map;function:cluster_species;function:get_ATCC_ID_to_species_name_map;function:get_original_strain_ID_to_species_name_map;function:merge_dict;function:mean_pooling,Bio;argparse;ast;collections;hydra;itertools;json;logging;models;noise_schedule;numpy;pandas;pathlib;scipy.stats;sklearn.cluster;sklearn.metrics;sklearn.model_selection;torch;torch.nn;torch.nn.functional;torch.nn.utils.rnn;torch.optim;torch.utils.data;tqdm;transformers;triton.language,models/__init__.py;noise_schedule.py,ApexOracle-Core;ApexOracle-Evo2,4,False,0,0,none_identified,candidate_after_core_mapping,ApexOracle-Core canonical MIC runners,必须给出逐文件 Core source mapping、协议差异和 prediction/metric parity；确认无外部 caller 后才可移除。,verified_family_role_mapping_pending_per_file_parity
aa_seq_to_smiles.py,py,apexoracle_legacy_added,e0034b684560fcfc2573bd760969e2c81cbf34693360e8b1fd65c154eaec8688,140324,2326,chemistry_legacy,历史 peptide/SMILES/SELFIES 转换或 catalog matching helper。,True,class:AAs;function:AAs.__init__;function:AAs._init_aa;function:AAs.find_N_C_terminal_atoms;function:AAs.strict_find_N_C_terminal_atoms;function:AAs.loose_find_N_C_terminal_atoms;function:AAs.loose_find_N_C_terminal_atoms.find_atom_with_lowest_volancy;function:AAs.add_dummy_atoms;function:AAs.add_position_property;class:Peptide;function:Peptide.__init__;function:Peptide._init_aas;function:Peptide._init_aas._init_single_aa_seq;function:Peptide.link_main_chain;function:Peptide.judge_side_COOH;function:Peptide.link_intrachain_bonds;function:Peptide.link_intrachain_bonds.link_one_chain_intrachain_bonds;function:Peptide.link_intrachain_bonds.link_one_chain_intrachain_bonds.correct_bonds_positions;function:Peptide.link_intrachain_bonds.link_one_chain_intrachain_bonds.visualize_to_be_linked_atoms;function:Peptide.link_intrachain_bonds.link_one_chain_intrachain_bonds.DSB;function:Peptide.link_intrachain_bonds.link_one_chain_intrachain_bonds.AMD;function:Peptide.link_intrachain_bonds.link_one_chain_intrachain_bonds.TIE;function:Peptide.link_intrachain_bonds.link_one_chain_intrachain_bonds.DCB;function:Peptide.link_intrachain_bonds.link_one_chain_intrachain_bonds.EST;function:Peptide.link_intrachain_bonds.link_one_chain_intrachain_bonds.p_XylB;function:Peptide.link_intrachain_bonds.link_one_chain_intrachain_bonds.TRZB;function:Peptide.link_intrachain_bonds.link_one_chain_intrachain_bonds.E_but_2_enyl_B;function:Peptide.link_intrachain_bonds.link_one_chain_intrachain_bonds.BisMeBn_B;function:Peptide.link_intrachain_bonds.link_one_chain_intrachain_bonds.but_2_ynyl_B;function:Peptide.link_intrachain_bonds.link_one_chain_intrachain_bonds.AMN;function:Peptide.link_interchain_bonds;function:Peptide.c_terminus_modification;function:Peptide.n_terminus_modification;function:Peptide.remove_redundant_dummy_atoms;function:get_aa_smiles_dict;function:load_DBAASP_data,copy;json;matplotlib;pandas;rdkit;rdkit.Chem;tqdm;typing,,,0,True,0,0,not_yet_linked_to_formal_paper,freeze_behavior_then_migrate_or_snapshot_only,PepLink==0.1.2 或小型兼容 adapter,先冻结历史 parser 行为、失败样例和结构映射 parity；确认无论文资产依赖后才可移除。,verified_family_role_behavior_parity_pending
config_unresolved.json,json,apexoracle_legacy_added,31853de60b6ed15dc31459ac69bbfcbe1f6ae0c3645e94a357a11974e1d5a408,3967,143,historical_config,历史 resolved/unresolved configuration 或 metadata。,False,,,,,1,False,0,0,none_identified,compact_manifest_then_remove_legacy_config,configs/legacy 与 configs/release 的显式 profile,关联 producer/checkpoint/profile 并去除秘密和绝对路径后，决定保留 compact manifest 或由 tag 恢复。,verified_file_role_asset_mapping_pending
configs/callbacks/checkpoint_every_n_steps.yaml,yaml,upstream_unmodified,5be220e8d655d135cfd519d717d4452a1d42fd8ce347e2c12408702970438d19,381,9,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/callbacks/checkpoint_monitor.yaml,yaml,upstream_unmodified,ec0f4755b3a3716a23f6c57011979d159b8146cd2911e0f69466d3e968bb8004,456,11,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/callbacks/learning_rate_monitor.yaml,yaml,upstream_unmodified,fd2606a3aaf6960a1b57d7ddf62e3c2d294f91a3789d1db4a3b4151b06209cc1,108,4,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/config.yaml,yaml,upstream_locally_modified,624a619f33b91abfbeacec1e1fb0bcd77c1e4038051b5a9a8e59b91e99e70a5d,3013,103,upstream_modified,来自上游但被 ApexOracle 本地修改的 runtime/config，属于 mixed-origin 高风险文件。,False,,,,,1,False,0,0,none_identified,hold_mixed_origin,拆分 upstream runtime 与 ApexOracle SELFIES/downstream profile（M2）,先逐项 characterise 本地 diff，并完成 clean/noisy/tokenization/runtime parity；不得整文件删除。,verified_by_git_blob_comparison
configs/data/ag_news.yaml,yaml,upstream_unmodified,2404d40db639603ff5a9ac47a962a64fcf102b0d62c42699a74b01dd17abfecf,140,7,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/data/lambada.yaml,yaml,upstream_unmodified,d453cfff487a491ec415a23df35ba9e192cab90238bfcb7611e912c9325f0246,140,7,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/data/lm1b-gpt2.yaml,yaml,upstream_unmodified,a8aad591748a724c736f5b410685574c369b174dabe953633fe633ba50f937ab,134,7,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/data/lm1b-streaming.yaml,yaml,upstream_unmodified,e0cb7de0c93087772d8900e3036fcd3d7955df5f1b34be89c834c7648d964bfa,147,7,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/data/lm1b.yaml,yaml,upstream_unmodified,7f71670cdc588c0ed0e701d514f7ba931e0350c04a01b840f62123ff6e2547b9,148,7,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/data/openwebtext-split.yaml,yaml,upstream_unmodified,b1b41c46001c0f572582a161e49130dbff8426c63add91b52709add4d56b52bb,160,7,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/data/openwebtext-streaming.yaml,yaml,upstream_unmodified,e27c9e56507bb5a45afa22973f975522652bc1ae87f9f095e001d777cd0e45fa,115,7,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/data/openwebtext.yaml,yaml,upstream_locally_modified,53336c2978a6c8c3609a7bfe8fd31285798d0c90905b0a7cac79c592a2369dd2,178,7,upstream_modified,来自上游但被 ApexOracle 本地修改的 runtime/config，属于 mixed-origin 高风险文件。,False,,,,,0,False,0,0,none_identified,hold_mixed_origin,拆分 upstream runtime 与 ApexOracle SELFIES/downstream profile（M2）,先逐项 characterise 本地 diff，并完成 clean/noisy/tokenization/runtime parity；不得整文件删除。,verified_by_git_blob_comparison
configs/data/ptb.yaml,yaml,upstream_unmodified,621937018c87098469aefb8f164cf727c160cc0c20a77d62fde84990944b95f3,132,7,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/data/scientific_papers_arxiv.yaml,yaml,upstream_unmodified,9d9480c1a136c0a05f25f7b2fe5708fcb04f5747bc580d8493121357f9fe5c46,172,7,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/data/scientific_papers_pubmed.yaml,yaml,upstream_unmodified,2a4dd3294c0ecd2eca46483c5dddddc750fce80d4b3ce402b586bbe3056838e5,174,7,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/data/text8-crop.yaml,yaml,upstream_unmodified,7a362a7d2a51438b64968caeb023aa7a2deb91b28a034615f98a951a2cd960b9,218,8,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/data/text8.yaml,yaml,upstream_unmodified,c3b2d8f4f6c6271c10f3f15e1e4bf896465cccda5b0d6236bd336c467cac315f,213,8,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/data/wikitext103.yaml,yaml,upstream_unmodified,95e224c465ca12c5c4b68b86b2b8a6f5634b70591f2fc7beba1ee793f492eb78,148,7,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/data/wikitext2.yaml,yaml,upstream_unmodified,78729db7e295f7340ac7b78857efe10005c8d0ff2bc0b6fc1ad578f2ac091814,144,7,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/lr_scheduler/constant_warmup.yaml,yaml,upstream_unmodified,f9828ad807d5d32def6e8cc6706553fb55585becc17bcc0ccf5191a710f234f8,79,2,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/lr_scheduler/cosine_decay_warmup.yaml,yaml,upstream_unmodified,90bf1b21df14c7b0387d336c04b406260241c4f6012266756175cfdedd1c4bc5,213,7,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/model/medium.yaml,yaml,upstream_unmodified,46590019e840a5ecd3637d65d57d02c17f617a499bfc17657c382cbae557d0db,154,10,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/model/small-ar.yaml,yaml,upstream_unmodified,382903fa055efb0f8772d0e411b0c9816baca027afab8da9996cd8bf43703b89,165,11,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/model/small.yaml,yaml,upstream_unmodified,6583e3fa5fe4fcb0b771045f127a8365a61627d89f18a53c249a6027ea4dae3f,152,10,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/model/tiny-ar.yaml,yaml,upstream_unmodified,ddab87a25faaf33a0f873d5d4c3043a9e6a26072f215b6dc65bdcb15dce0061b,162,11,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/model/tiny-dimamba.yaml,yaml,upstream_unmodified,339090beb75b1f185839326725bb3f21d920635c1d2a29132367bf1ae4c9773a,175,11,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/model/tiny.yaml,yaml,upstream_unmodified,461d83f2a242bdd116dcce2f60081047f0d6c0b62a7416a65a441df2e101308f,149,10,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/noise/ar.yaml,yaml,upstream_unmodified,0612b03ff5c790b1a1866ac0c2577159c7b9aa586ba64ca5bfefda680f28f652,19,2,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/noise/linear.yaml,yaml,upstream_unmodified,179e5f731fb8a3fc0e2d3edd0fd77ee1f5aa1396dec6b60ccec9b43d526d3fbb,43,3,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/noise/loglinear.yaml,yaml,upstream_unmodified,07e6e898f93eb54563170e95e2eb313dbf7927d4a1c6793d8c29ea407f31142d,45,3,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/noise/polynomial.yaml,yaml,upstream_unmodified,0d01540408e1b8432495742b77b507f90b1c93addc70297dd4d257d54b855995,43,5,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/strategy/ddp.yaml,yaml,upstream_unmodified,214271acf4b3b93c218471c2615946242424266e6032c9637fe5deda1a1a5d19,167,3,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
configs/strategy/fsdp.yaml,yaml,upstream_unmodified,b23a1902f0a517e01e81c6503d4074987cd918bf579b7498f5fd0399b4c21296,142,4,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,,,,,0,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
dataloader.py,py,upstream_unmodified,24512e7da3d6a74bcce63f8abfc201fc2612c9fc2fce7bf3272c1a417a655e18,22246,706,upstream_runtime,上游 MDLM runtime、model、training/evaluation config 或 shell entrypoint。,False,function:wt_detokenizer;function:ptb_detokenizer;function:lm1b_detokenizer;function:lambada_detokenizer;function:scientific_papers_detokenizer;class:Text8Tokenizer;function:Text8Tokenizer.__init__;function:Text8Tokenizer.vocab_size;function:Text8Tokenizer._tokenize;function:Text8Tokenizer._convert_token_to_id;function:Text8Tokenizer._convert_id_to_token;function:Text8Tokenizer.convert_tokens_to_string;function:Text8Tokenizer.get_vocab;function:get_lambada_test_dataset;function:get_lambada_test_dataset.read_jsonl_to_list;function:get_text8_dataset;function:get_text8_dataset.chunks;function:_group_texts;function:get_dataset;function:get_dataset._apply_detokenizer;function:get_dataset._apply_detokenizer.detok;function:get_dataset.preprocess_and_tokenize;function:get_tokenizer;function:get_dataloaders;class:RandomFaultTolerantSampler;function:RandomFaultTolerantSampler.__init__;function:RandomFaultTolerantSampler.state_dict;function:RandomFaultTolerantSampler.load_state_dict;function:RandomFaultTolerantSampler.__iter__;class:FaultTolerantDistributedSampler;function:FaultTolerantDistributedSampler.__init__;function:FaultTolerantDistributedSampler.state_dict;function:FaultTolerantDistributedSampler.load_state_dict;function:FaultTolerantDistributedSampler.__iter__,datasets;fsspec;functools;itertools;json;math;os;re;requests;shutil;tokenizers;torch;transformers;typing;urllib;utils;zipfile,utils.py,,1,False,0,0,none_identified,retain_upstream_until_adapter_parity,src/apexoracle_mdlm/models 下的 downstream inference adapter（M2 待完成）,不得作为本地杂乱代码删除；先保留 upstream attribution，并完成正式 checkpoint runtime parity。,verified_by_git_baseline
debug.py,py,apexoracle_legacy_added,d94e08505cd81f5328f239934b6982f53bb5645681704611f679486cce90d0f5,209,5,debug_case_study,debug、临时分析、milk/camel/case-study 或一次性统计/绘图代码。,False,,pandas;rdkit,,,0,False,0,0,none_identified,migrate_unique_behavior_else_snapshot_only,必要内容迁入 examples/reproduce；其余由 legacy tag 恢复,先核对论文图表、reviewer 产物、外部调用和独有算法；只有四项均为否或已有 replacement 才可移除。,static_classification_manual_review_pending
